0.000000	1.758363	silenced
1.778845	2.160387	I am --> voiced
2.160387	2.565933	silenced 
2.578567	2.618995	plosive
2.620258	2.920275	son  of--> voiced
2.926968	3.046764	silenced
3.056593	3.690412	Vasudevan
3.056593	3.142468	voiced
3.148724	3.260519	unvoiced
3.270238	3.340009	voiced
3.341570	3.393612	unvoiced 
3.397698	3.415746	plosive
3.415746	3.707754	voiced
3.750766	7.582963	silenced
